city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,company_size_missing,company_type_missing
city_21,0.624,Unknown,0,Full time course,1,Unknown,3.0,-1,Unknown,0,145,0,1,1
city_165,0.903,Male,1,no_enrollment,4,STEM,4.0,6,Public Sector,2,21,1,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,5,44,1,1,1
city_138,0.836,Female,1,no_enrollment,4,Humanities,18.0,2,Pvt Ltd,5,23,0,0,0
city_114,0.926,Male,1,Part time course,1,Unknown,15.0,2,Pvt Ltd,3,72,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,8.0,3,Pvt Ltd,4,65,0,0,0
city_114,0.926,Male,1,no_enrollment,2,STEM,21.0,0,Pvt Ltd,1,24,0,0,0
city_114,0.926,Male,0,Full time course,2,STEM,17.0,-1,Public Sector,4,20,0,1,0
city_173,0.878,Male,1,no_enrollment,2,STEM,13.0,1,Pvt Ltd,3,8,0,0,0
city_160,0.92,Male,1,no_enrollment,2,STEM,9.0,0,Pvt Ltd,2,104,0,0,0
city_21,0.624,Male,0,Full time course,1,Unknown,4.0,-1,Unknown,0,44,0,1,1
city_160,0.92,Female,1,no_enrollment,2,STEM,11.0,2,Pvt Ltd,5,74,1,0,0
city_27,0.848,Male,1,no_enrollment,2,STEM,9.0,0,Pvt Ltd,5,8,0,0,0
city_28,0.939,Other,0,Full time course,2,No Major,2.0,2,Pvt Ltd,1,45,0,0,0
city_73,0.754,Male,1,Full time course,2,STEM,4.0,-1,Unknown,0,7,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,3,Pvt Ltd,2,68,0,0,0
city_83,0.923,Male,1,no_enrollment,3,STEM,15.0,3,Pvt Ltd,4,24,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,3.0,4,Pvt Ltd,1,65,0,0,0
city_103,0.92,Other,1,no_enrollment,2,Arts,4.0,2,Funded Startup,1,31,0,0,0
city_173,0.878,Unknown,1,no_enrollment,3,STEM,21.0,0,Pvt Ltd,2,4,0,0,0
city_104,0.924,Male,1,no_enrollment,2,STEM,8.0,5,Pvt Ltd,1,86,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,3.0,5,Pvt Ltd,2,258,1,0,0
city_103,0.92,Female,1,no_enrollment,2,STEM,21.0,0,Pvt Ltd,5,42,0,0,0
city_117,0.698,Unknown,1,Full time course,2,Unknown,1.0,0,Early Stage Startup,1,112,0,0,0
city_103,0.92,Unknown,1,no_enrollment,2,STEM,6.0,-1,Unknown,2,47,1,1,1
city_50,0.8959999999999999,Unknown,0,no_enrollment,1,Unknown,2.0,3,Pvt Ltd,2,27,0,0,0
city_90,0.698,Male,1,no_enrollment,2,STEM,11.0,-1,Unknown,1,6,1,1,1
city_103,0.92,Unknown,1,Full time course,2,STEM,4.0,-1,Unknown,1,55,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,7.0,-1,Public Sector,2,107,1,1,0
city_128,0.527,Male,0,no_enrollment,3,STEM,4.0,-1,Unknown,3,48,0,1,1
city_21,0.624,Unknown,0,Full time course,2,STEM,2.0,-1,Pvt Ltd,0,4,1,1,0
city_155,0.556,Unknown,1,no_enrollment,2,STEM,3.0,2,Pvt Ltd,1,50,1,0,0
city_160,0.92,Male,1,Full time course,1,Unknown,15.0,1,Funded Startup,2,33,0,0,0
city_50,0.8959999999999999,Male,0,no_enrollment,3,STEM,9.0,7,Pvt Ltd,1,11,0,0,0
city_19,0.682,Unknown,0,no_enrollment,2,STEM,4.0,-1,Unknown,1,34,1,1,1
city_134,0.698,Male,0,no_enrollment,2,Unknown,3.0,-1,Unknown,0,37,0,1,1
city_103,0.92,Female,0,no_enrollment,2,STEM,1.0,-1,Unknown,1,23,1,1,1
city_24,0.698,Male,0,Full time course,2,STEM,3.0,-1,Unknown,0,11,0,1,1
city_16,0.91,Male,1,no_enrollment,4,STEM,21.0,1,Pvt Ltd,5,57,0,0,0
city_70,0.698,Unknown,1,no_enrollment,2,STEM,2.0,5,Other,1,140,1,0,0
city_21,0.624,Unknown,0,Full time course,3,STEM,1.0,-1,Unknown,0,16,0,1,1
city_23,0.899,Male,1,no_enrollment,2,STEM,4.0,5,Pvt Ltd,1,32,0,0,0
city_23,0.899,Unknown,1,no_enrollment,2,STEM,21.0,6,Pvt Ltd,1,39,0,0,0
city_20,0.7959999999999999,Unknown,0,no_enrollment,2,Unknown,1.0,3,Unknown,1,88,0,0,1
city_150,0.698,Male,1,no_enrollment,2,STEM,6.0,2,Pvt Ltd,1,20,0,0,0
city_103,0.92,Female,1,no_enrollment,3,STEM,21.0,-1,Unknown,5,18,0,1,1
city_11,0.55,Male,1,no_enrollment,2,Unknown,3.0,-1,Unknown,1,28,1,1,1
city_103,0.92,Unknown,1,no_enrollment,2,Arts,12.0,2,Pvt Ltd,3,28,0,0,0
city_21,0.624,Unknown,1,no_enrollment,2,Unknown,9.0,1,Early Stage Startup,1,2,1,0,0
city_61,0.913,Unknown,1,no_enrollment,3,STEM,21.0,2,Pvt Ltd,1,116,0,0,0
city_21,0.624,Unknown,1,no_enrollment,3,STEM,4.0,4,Pvt Ltd,1,24,0,0,0
city_36,0.893,Male,1,no_enrollment,2,STEM,9.0,3,Funded Startup,1,26,0,0,0
city_16,0.91,Male,1,no_enrollment,2,STEM,21.0,2,Pvt Ltd,1,24,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,5.0,7,Pvt Ltd,1,330,0,0,0
city_21,0.624,Unknown,0,Full time course,2,STEM,3.0,-1,Unknown,0,44,0,1,1
city_21,0.624,Male,0,no_enrollment,2,Humanities,21.0,2,Pvt Ltd,5,107,0,0,0
city_16,0.91,Male,0,no_enrollment,2,STEM,1.0,7,Pvt Ltd,1,11,1,0,0
city_103,0.92,Male,1,no_enrollment,2,Humanities,21.0,-1,Unknown,1,107,0,1,1
city_73,0.754,Unknown,0,no_enrollment,0,Unknown,2.0,-1,Pvt Ltd,0,102,0,1,0
city_98,0.949,Male,1,no_enrollment,2,STEM,12.0,6,Pvt Ltd,2,158,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,15.0,2,Funded Startup,1,59,1,0,0
city_11,0.55,Male,1,no_enrollment,2,STEM,4.0,2,Pvt Ltd,1,74,0,0,0
city_114,0.926,Male,0,Full time course,2,STEM,4.0,-1,Unknown,1,60,1,1,1
city_138,0.836,Male,0,Full time course,2,STEM,3.0,-1,Unknown,1,12,1,1,1
city_100,0.887,Unknown,0,no_enrollment,3,STEM,8.0,-1,Unknown,2,88,1,1,1
city_26,0.698,Male,1,Full time course,1,Unknown,6.0,1,Unknown,1,78,0,0,1
city_103,0.92,Male,1,no_enrollment,2,STEM,15.0,7,Pvt Ltd,5,50,0,0,0
city_16,0.91,Male,0,Full time course,1,Unknown,2.0,-1,Unknown,0,16,0,1,1
city_103,0.92,Male,1,no_enrollment,3,STEM,18.0,5,Pvt Ltd,1,111,0,0,0
city_16,0.91,Male,1,no_enrollment,3,STEM,7.0,6,Pvt Ltd,2,62,0,0,0
city_165,0.903,Male,1,no_enrollment,2,STEM,5.0,2,Pvt Ltd,1,108,0,0,0
city_118,0.722,Male,1,no_enrollment,2,STEM,11.0,1,Pvt Ltd,1,91,0,0,0
city_21,0.624,Female,1,no_enrollment,2,STEM,6.0,3,Funded Startup,2,71,1,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,5,102,1,1,1
city_143,0.74,Male,0,Full time course,2,STEM,2.0,-1,Unknown,0,141,1,1,1
city_21,0.624,Male,1,no_enrollment,2,STEM,1.0,7,Pvt Ltd,1,167,1,0,0
city_36,0.893,Male,1,Part time course,2,STEM,14.0,1,Pvt Ltd,5,17,0,0,0
city_16,0.91,Unknown,1,no_enrollment,2,No Major,21.0,-1,Unknown,5,148,0,1,1
city_21,0.624,Unknown,1,Full time course,3,STEM,3.0,2,Funded Startup,2,60,0,0,0
city_21,0.624,Male,0,Full time course,1,Unknown,3.0,-1,Unknown,0,12,0,1,1
city_102,0.804,Male,1,no_enrollment,2,STEM,16.0,-1,NGO,1,166,0,1,0
city_36,0.893,Male,0,Part time course,1,Unknown,5.0,2,Pvt Ltd,1,32,0,0,0
city_19,0.682,Unknown,1,no_enrollment,2,STEM,15.0,2,Pvt Ltd,2,74,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,19.0,5,Pvt Ltd,1,13,0,0,0
city_67,0.855,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,1,12,0,1,1
city_73,0.754,Male,1,no_enrollment,3,STEM,7.0,2,Pvt Ltd,5,41,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,6.0,2,Unknown,0,11,0,0,1
city_103,0.92,Male,1,no_enrollment,2,STEM,12.0,5,NGO,2,5,0,0,0
city_102,0.804,Male,1,no_enrollment,3,STEM,10.0,3,Pvt Ltd,5,32,0,0,0
city_11,0.55,Male,1,no_enrollment,2,STEM,6.0,-1,Unknown,1,78,1,1,1
city_16,0.91,Unknown,0,no_enrollment,2,STEM,21.0,3,Pvt Ltd,1,18,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,7,Pvt Ltd,5,156,0,0,0
city_90,0.698,Male,0,no_enrollment,2,STEM,4.0,-1,Unknown,4,15,0,1,1
city_21,0.624,Unknown,1,no_enrollment,2,STEM,0.0,7,Pvt Ltd,1,28,1,0,0
city_16,0.91,Other,1,no_enrollment,2,STEM,11.0,-1,Unknown,1,82,0,1,1
city_100,0.887,Male,1,no_enrollment,2,STEM,5.0,7,Pvt Ltd,1,222,0,0,0
city_16,0.91,Male,1,no_enrollment,1,Unknown,17.0,7,Pvt Ltd,5,22,0,0,0
city_104,0.924,Male,1,no_enrollment,1,Unknown,11.0,2,Pvt Ltd,1,36,0,0,0
city_90,0.698,Unknown,1,Full time course,3,STEM,9.0,3,Pvt Ltd,3,30,1,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,8.0,2,Pvt Ltd,2,168,0,0,0
city_136,0.897,Male,0,Part time course,3,STEM,3.0,2,Public Sector,3,156,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,5.0,7,Pvt Ltd,2,29,1,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,15.0,2,Unknown,1,37,0,0,1
city_160,0.92,Female,1,Full time course,2,STEM,5.0,-1,Unknown,4,41,1,1,1
city_152,0.698,Male,1,no_enrollment,3,STEM,12.0,5,Pvt Ltd,1,146,0,0,0
city_114,0.926,Male,1,no_enrollment,2,STEM,5.0,5,Pvt Ltd,5,37,0,0,0
city_16,0.91,Male,1,no_enrollment,2,STEM,19.0,-1,Unknown,5,24,0,1,1
city_93,0.865,Male,1,no_enrollment,3,STEM,21.0,1,Early Stage Startup,4,7,1,0,0
city_100,0.887,Male,1,no_enrollment,3,Humanities,21.0,-1,Unknown,0,15,0,1,1
city_136,0.897,Male,1,no_enrollment,2,STEM,7.0,2,Pvt Ltd,1,21,0,0,0
city_21,0.624,Male,1,no_enrollment,3,STEM,7.0,7,Pvt Ltd,0,216,1,0,0
city_28,0.939,Male,1,Part time course,2,STEM,8.0,7,Pvt Ltd,1,114,0,0,0
city_11,0.55,Male,1,no_enrollment,2,STEM,0.0,-1,Pvt Ltd,1,41,1,1,0
city_103,0.92,Male,0,Full time course,2,STEM,6.0,-1,Unknown,1,220,0,1,1
city_21,0.624,Unknown,0,Full time course,1,Unknown,4.0,0,Early Stage Startup,1,4,0,0,0
city_114,0.926,Male,1,no_enrollment,3,STEM,12.0,2,Pvt Ltd,4,34,0,0,0
city_114,0.926,Male,1,Part time course,2,STEM,21.0,3,Pvt Ltd,1,26,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,18.0,2,Pvt Ltd,5,126,0,0,0
city_99,0.915,Male,1,no_enrollment,2,STEM,9.0,4,Pvt Ltd,1,28,1,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,6.0,3,Public Sector,2,135,0,0,0
city_99,0.915,Male,1,no_enrollment,1,Unknown,21.0,5,Pvt Ltd,2,26,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Humanities,2.0,7,Other,1,80,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,8.0,4,Pvt Ltd,2,113,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Humanities,13.0,0,Pvt Ltd,4,30,1,0,0
city_33,0.4479999999999999,Unknown,1,Part time course,2,STEM,10.0,2,NGO,5,48,1,0,0
city_103,0.92,Unknown,0,no_enrollment,0,Unknown,8.0,-1,Unknown,0,110,0,1,1
city_90,0.698,Male,0,Part time course,3,STEM,3.0,2,Pvt Ltd,3,149,0,0,0
city_67,0.855,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,5,39,1,1,1
city_75,0.939,Male,1,no_enrollment,2,STEM,10.0,2,Pvt Ltd,4,7,0,0,0
city_160,0.92,Male,1,no_enrollment,2,STEM,18.0,7,Pvt Ltd,2,18,0,0,0
city_71,0.884,Male,1,no_enrollment,3,STEM,18.0,3,Public Sector,2,16,0,0,0
city_67,0.855,Female,1,no_enrollment,3,STEM,12.0,-1,Unknown,0,50,0,1,1
city_160,0.92,Male,1,no_enrollment,2,STEM,21.0,-1,Unknown,5,30,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,9.0,7,Pvt Ltd,3,47,0,0,0
city_143,0.74,Male,0,no_enrollment,2,STEM,21.0,-1,Unknown,0,31,0,1,1
city_16,0.91,Unknown,1,no_enrollment,2,STEM,17.0,-1,Unknown,1,43,0,1,1
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,2,Pvt Ltd,3,69,0,0,0
city_21,0.624,Unknown,0,Full time course,2,STEM,4.0,-1,Unknown,0,37,1,1,1
city_67,0.855,Unknown,1,no_enrollment,2,STEM,3.0,3,Pvt Ltd,1,20,0,0,0
city_19,0.682,Other,0,Full time course,2,Other,13.0,-1,Unknown,2,42,0,1,1
city_46,0.762,Male,1,no_enrollment,2,STEM,6.0,1,Early Stage Startup,1,23,0,0,0
city_103,0.92,Female,0,Part time course,2,STEM,3.0,-1,Unknown,0,45,0,1,1
city_99,0.915,Male,0,Full time course,2,STEM,4.0,-1,Unknown,1,48,1,1,1
city_114,0.926,Male,1,no_enrollment,2,STEM,21.0,-1,Unknown,5,14,1,1,1
city_16,0.91,Male,0,no_enrollment,2,Humanities,4.0,-1,Unknown,2,76,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,9.0,2,Public Sector,5,140,0,0,0
city_16,0.91,Male,1,no_enrollment,3,STEM,12.0,5,Pvt Ltd,5,36,1,0,0
city_67,0.855,Male,1,Full time course,2,STEM,2.0,1,Funded Startup,0,55,0,0,0
city_45,0.89,Unknown,0,Full time course,1,Unknown,4.0,-1,Unknown,0,326,1,1,1
city_64,0.6659999999999999,Unknown,1,no_enrollment,2,STEM,2.0,-1,Unknown,1,7,0,1,1
city_67,0.855,Male,1,no_enrollment,2,STEM,17.0,-1,Unknown,4,19,0,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,-1,Unknown,1,33,0,1,1
city_67,0.855,Male,1,Full time course,2,STEM,5.0,1,Pvt Ltd,1,240,0,0,0
city_103,0.92,Male,0,Full time course,2,STEM,4.0,-1,Unknown,1,21,0,1,1
city_114,0.926,Male,1,no_enrollment,2,STEM,5.0,4,Pvt Ltd,4,15,0,0,0
city_16,0.91,Unknown,1,no_enrollment,2,STEM,9.0,3,Pvt Ltd,2,45,0,0,0
city_141,0.763,Male,1,no_enrollment,3,STEM,9.0,1,Pvt Ltd,2,50,0,0,0
city_149,0.6890000000000001,Unknown,1,no_enrollment,2,STEM,8.0,0,Funded Startup,1,63,0,0,0
city_103,0.92,Male,1,Part time course,2,STEM,6.0,2,NGO,1,39,0,0,0
city_103,0.92,Unknown,0,Full time course,2,STEM,5.0,-1,Unknown,1,18,0,1,1
city_50,0.8959999999999999,Male,1,no_enrollment,2,STEM,3.0,0,Early Stage Startup,1,165,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,9.0,0,Pvt Ltd,5,62,0,0,0
city_76,0.698,Male,1,Full time course,2,STEM,7.0,3,Pvt Ltd,1,27,0,0,0
city_160,0.92,Unknown,1,no_enrollment,3,STEM,21.0,3,Pvt Ltd,5,72,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Arts,3.0,2,Pvt Ltd,1,62,0,0,0
city_114,0.926,Male,1,no_enrollment,3,Humanities,21.0,2,Funded Startup,2,4,0,0,0
city_16,0.91,Male,1,no_enrollment,3,STEM,21.0,5,Public Sector,5,3,0,0,0
city_101,0.5579999999999999,Unknown,1,no_enrollment,2,STEM,6.0,0,Pvt Ltd,1,100,1,0,0
city_160,0.92,Unknown,1,no_enrollment,2,STEM,10.0,-1,Unknown,1,79,1,1,1
city_104,0.924,Male,1,no_enrollment,2,STEM,9.0,7,Pvt Ltd,1,139,0,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,3.0,7,Pvt Ltd,1,47,0,0,0
city_103,0.92,Unknown,1,Part time course,2,Business Degree,14.0,0,Pvt Ltd,1,9,1,0,0
city_21,0.624,Unknown,1,no_enrollment,3,STEM,3.0,7,Pvt Ltd,1,22,1,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,10.0,7,Pvt Ltd,1,222,0,0,0
city_103,0.92,Male,1,Full time course,1,Unknown,5.0,5,Pvt Ltd,1,34,0,0,0
city_28,0.939,Female,0,Part time course,2,STEM,4.0,2,Pvt Ltd,1,24,0,0,0
city_21,0.624,Unknown,0,no_enrollment,2,STEM,2.0,-1,Unknown,1,43,1,1,1
city_21,0.624,Male,1,no_enrollment,3,STEM,5.0,7,Unknown,1,194,0,0,1
city_103,0.92,Male,1,no_enrollment,2,STEM,16.0,1,Pvt Ltd,3,7,0,0,0
city_114,0.926,Male,1,Full time course,1,Unknown,10.0,3,Other,0,40,1,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,16.0,0,Funded Startup,1,57,0,0,0
city_21,0.624,Unknown,1,Full time course,2,STEM,16.0,3,Pvt Ltd,1,105,0,0,0
city_103,0.92,Male,0,Full time course,2,STEM,4.0,-1,Unknown,2,61,0,1,1
city_136,0.897,Male,1,no_enrollment,3,STEM,7.0,-1,Unknown,2,18,0,1,1
city_114,0.926,Female,0,no_enrollment,3,STEM,6.0,0,Public Sector,5,4,0,0,0
city_114,0.926,Male,0,no_enrollment,1,Unknown,7.0,-1,Pvt Ltd,0,22,0,1,0
city_123,0.738,Unknown,1,Full time course,2,STEM,13.0,3,Unknown,1,73,0,0,1
city_103,0.92,Female,1,no_enrollment,2,STEM,2.0,2,Pvt Ltd,1,43,0,0,0
city_71,0.884,Male,1,no_enrollment,1,Unknown,10.0,-1,Unknown,1,96,0,1,1
city_16,0.91,Unknown,0,Full time course,2,STEM,1.0,-1,Unknown,1,26,1,1,1
city_134,0.698,Unknown,0,no_enrollment,2,Unknown,21.0,-1,Unknown,0,33,0,1,1
city_103,0.92,Unknown,1,no_enrollment,2,STEM,21.0,2,Pvt Ltd,1,176,0,0,0
city_21,0.624,Male,0,Full time course,3,Other,1.0,2,Pvt Ltd,0,20,1,0,0
city_75,0.939,Male,1,no_enrollment,2,STEM,7.0,7,Pvt Ltd,2,314,1,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,13.0,4,Pvt Ltd,5,5,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Other,3.0,0,Pvt Ltd,2,74,0,0,0
city_103,0.92,Female,1,no_enrollment,2,STEM,0.0,3,Funded Startup,1,103,0,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,7,Pvt Ltd,5,33,1,0,0
city_67,0.855,Male,1,no_enrollment,3,STEM,9.0,4,Pvt Ltd,5,108,0,0,0
city_103,0.92,Female,1,no_enrollment,3,STEM,18.0,3,NGO,1,72,0,0,0
city_83,0.923,Female,1,no_enrollment,2,STEM,21.0,-1,Unknown,2,56,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,3,Pvt Ltd,2,118,0,0,0
city_21,0.624,Male,0,no_enrollment,2,STEM,3.0,0,NGO,1,72,1,0,0
city_104,0.924,Unknown,0,Full time course,2,Unknown,2.0,0,Early Stage Startup,0,84,0,0,0
city_103,0.92,Unknown,0,no_enrollment,2,STEM,4.0,-1,Unknown,2,25,0,1,1
city_103,0.92,Male,1,no_enrollment,3,STEM,15.0,1,Funded Startup,1,90,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,16.0,3,Pvt Ltd,1,29,0,0,0
city_102,0.804,Male,1,no_enrollment,3,STEM,20.0,1,Pvt Ltd,1,13,0,0,0
city_98,0.949,Male,1,no_enrollment,2,STEM,11.0,5,Unknown,2,64,0,0,1
city_142,0.727,Unknown,1,no_enrollment,2,STEM,4.0,2,Pvt Ltd,3,94,1,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,2,97,1,1,1
city_21,0.624,Unknown,0,Full time course,2,STEM,5.0,5,Pvt Ltd,5,14,1,0,0
city_114,0.926,Male,1,Part time course,2,STEM,11.0,1,Funded Startup,1,90,0,0,0
city_103,0.92,Unknown,1,no_enrollment,4,STEM,3.0,-1,Pvt Ltd,0,94,0,1,0
city_103,0.92,Male,1,no_enrollment,2,STEM,8.0,7,Pvt Ltd,1,6,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,6.0,1,Unknown,1,8,0,0,1
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,3,Pvt Ltd,2,15,0,0,0
city_21,0.624,Male,0,Full time course,2,STEM,10.0,-1,Unknown,0,56,1,1,1
city_16,0.91,Male,1,no_enrollment,2,STEM,7.0,3,Pvt Ltd,3,100,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Arts,9.0,2,Funded Startup,2,22,0,0,0
city_160,0.92,Male,0,no_enrollment,0,Unknown,0.0,5,Public Sector,2,85,0,0,0
city_115,0.789,Female,0,Full time course,2,STEM,3.0,-1,Unknown,1,75,1,1,1
city_21,0.624,Female,0,no_enrollment,2,STEM,3.0,7,Pvt Ltd,1,43,1,0,0
city_16,0.91,Male,1,no_enrollment,2,STEM,4.0,2,Pvt Ltd,1,2,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,6.0,6,Pvt Ltd,4,43,0,0,0
city_98,0.949,Unknown,1,no_enrollment,2,STEM,21.0,0,Funded Startup,2,35,0,0,0
city_114,0.926,Male,1,no_enrollment,2,Business Degree,4.0,3,Pvt Ltd,3,29,0,0,0
city_21,0.624,Female,1,no_enrollment,2,STEM,3.0,-1,Early Stage Startup,0,48,1,1,0
city_74,0.579,Unknown,0,Part time course,1,Unknown,3.0,-1,Unknown,1,21,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,15.0,-1,Unknown,1,50,1,1,1
city_103,0.92,Unknown,1,no_enrollment,3,STEM,21.0,6,Public Sector,2,78,0,0,0
city_114,0.926,Unknown,1,no_enrollment,0,Unknown,3.0,2,Pvt Ltd,0,86,0,0,0
city_104,0.924,Male,0,Full time course,1,Unknown,1.0,2,Pvt Ltd,1,39,0,0,0
city_123,0.738,Unknown,0,Full time course,2,STEM,4.0,-1,Unknown,1,9,1,1,1
city_93,0.865,Male,1,no_enrollment,1,Unknown,16.0,4,Pvt Ltd,1,104,0,0,0
city_73,0.754,Male,1,no_enrollment,2,STEM,7.0,3,Pvt Ltd,3,100,0,0,0
city_158,0.7659999999999999,Unknown,1,no_enrollment,2,STEM,15.0,2,Pvt Ltd,5,97,1,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,6,Pvt Ltd,4,68,0,0,0
city_123,0.738,Male,1,no_enrollment,2,STEM,5.0,-1,Pvt Ltd,0,31,0,1,0
city_21,0.624,Unknown,1,Full time course,2,STEM,0.0,2,Unknown,2,36,1,0,1
city_160,0.92,Unknown,1,no_enrollment,2,STEM,21.0,-1,Unknown,5,83,1,1,1
city_123,0.738,Male,1,no_enrollment,2,STEM,14.0,5,Pvt Ltd,2,29,1,0,0
city_101,0.5579999999999999,Male,0,Part time course,2,STEM,1.0,1,Unknown,1,5,0,0,1
city_103,0.92,Unknown,1,no_enrollment,3,STEM,10.0,2,Unknown,3,108,0,0,1
city_103,0.92,Male,0,no_enrollment,2,STEM,5.0,0,Pvt Ltd,3,143,0,0,0
city_136,0.897,Male,1,no_enrollment,2,STEM,10.0,2,Public Sector,2,202,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,7,Pvt Ltd,5,53,0,0,0
city_103,0.92,Unknown,1,no_enrollment,2,Humanities,2.0,4,Unknown,1,4,0,0,1
city_89,0.925,Unknown,0,Full time course,3,STEM,15.0,0,Pvt Ltd,2,83,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,5.0,7,Pvt Ltd,2,102,0,0,0
city_21,0.624,Unknown,1,Part time course,2,STEM,3.0,7,Unknown,3,210,0,0,1
city_103,0.92,Male,1,no_enrollment,3,STEM,14.0,2,Funded Startup,1,34,0,0,0
city_114,0.926,Male,1,no_enrollment,2,STEM,10.0,0,Pvt Ltd,2,76,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,10.0,3,Pvt Ltd,1,4,0,0,0
city_103,0.92,Male,0,no_enrollment,1,Unknown,5.0,-1,Unknown,1,140,1,1,1
city_102,0.804,Male,0,no_enrollment,2,STEM,11.0,2,Pvt Ltd,1,136,1,0,0
city_114,0.926,Male,0,Full time course,2,STEM,8.0,-1,Unknown,1,79,0,1,1
city_16,0.91,Female,1,no_enrollment,2,STEM,3.0,7,NGO,2,8,0,0,0
city_103,0.92,Male,0,no_enrollment,1,Unknown,0.0,-1,Unknown,0,105,0,1,1
city_83,0.923,Female,1,no_enrollment,3,STEM,21.0,-1,Unknown,4,33,0,1,1
city_103,0.92,Male,0,Part time course,1,Unknown,5.0,-1,Unknown,1,96,0,1,1
city_116,0.743,Female,1,no_enrollment,3,Other,9.0,3,Pvt Ltd,4,9,0,0,0
city_173,0.878,Male,1,no_enrollment,2,STEM,10.0,3,Pvt Ltd,5,17,0,0,0
city_114,0.926,Male,0,Full time course,1,Unknown,3.0,6,Pvt Ltd,1,63,1,0,0
city_83,0.923,Male,0,no_enrollment,2,STEM,14.0,7,Pvt Ltd,2,168,0,0,0
city_103,0.92,Male,1,Full time course,1,Unknown,5.0,-1,Unknown,1,54,0,1,1
city_65,0.802,Male,1,Part time course,2,No Major,9.0,7,Pvt Ltd,1,13,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,6.0,7,Pvt Ltd,2,110,1,0,0
city_16,0.91,Male,1,no_enrollment,3,STEM,9.0,5,Pvt Ltd,2,71,0,0,0
city_160,0.92,Male,0,no_enrollment,2,No Major,21.0,6,Pvt Ltd,5,12,0,0,0
city_138,0.836,Male,1,no_enrollment,4,STEM,21.0,-1,Unknown,0,43,0,1,1
city_46,0.762,Unknown,1,no_enrollment,2,STEM,7.0,-1,Unknown,0,35,0,1,1
city_102,0.804,Male,1,no_enrollment,3,STEM,21.0,5,Pvt Ltd,1,43,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,8.0,4,Public Sector,1,30,0,0,0
city_138,0.836,Unknown,1,Part time course,3,STEM,5.0,1,Pvt Ltd,1,150,0,0,0
city_103,0.92,Male,0,no_enrollment,2,STEM,21.0,1,Pvt Ltd,4,124,0,0,0
city_16,0.91,Male,1,no_enrollment,2,STEM,21.0,2,Pvt Ltd,5,57,0,0,0
city_114,0.926,Male,1,no_enrollment,2,STEM,21.0,-1,Unknown,3,5,0,1,1
city_103,0.92,Male,1,Full time course,2,STEM,7.0,1,Pvt Ltd,5,50,0,0,0
